IPv,source_address,dest_address,transport_protocol,packet_size,timestamp
4,10.0.0.130,64.4.54.254,6,85,1570201979.257001
4,10.0.0.130,64.4.54.254,6,54,1570201979.263982
4,64.4.54.254,10.0.0.130,6,54,1570201979.423819
4,10.0.0.130,172.217.29.131,6,55,1570201979.438774
4,64.4.54.254,10.0.0.130,6,54,1570201979.446452
4,172.217.29.131,10.0.0.130,6,66,1570201979.504634
4,10.0.0.130,172.24.101.112,6,66,1570201983.043346
4,172.24.101.112,10.0.0.130,6,66,1570201983.057778
4,10.0.0.130,172.24.101.112,6,54,1570201983.065757
4,10.0.0.130,172.24.101.112,6,129,1570201983.074578
4,172.24.101.112,10.0.0.130,6,54,1570201983.083555
4,10.0.0.130,172.24.101.112,6,54,1570201983.092531
4,10.0.0.130,172.24.101.112,6,54,1570201983.100509
4,172.24.101.112,10.0.0.130,6,54,1570201983.10749
4,10.0.0.130,40.79.66.209,6,66,1570201984.628597
4,40.79.66.209,10.0.0.130,6,66,1570201984.838426
4,10.0.0.130,40.79.66.209,6,54,1570201984.847284
4,10.0.0.130,40.79.66.209,6,274,1570201984.857269
4,40.79.66.209,10.0.0.130,6,1514,1570201985.021558
4,40.79.66.209,10.0.0.130,6,1514,1570201985.038543
4,40.79.66.209,10.0.0.130,6,537,1570201985.047482
4,10.0.0.130,40.79.66.209,6,54,1570201985.056137
4,10.0.0.130,40.79.66.209,6,147,1570201985.064117
4,10.0.0.130,108.177.8.120,6,93,1570201985.072516
4,10.0.0.130,172.217.162.106,6,93,1570201985.080498
4,10.0.0.130,172.217.162.111,6,93,1570201985.089439
4,10.0.0.185,255.255.255.255,17,75,1570201985.097461
4,172.217.162.111,10.0.0.130,6,54,1570201985.105429
4,172.217.162.111,10.0.0.130,6,93,1570201985.113401
4,172.217.162.106,10.0.0.130,6,54,1570201985.122395
4,172.217.162.106,10.0.0.130,6,93,1570201985.130379
4,10.0.0.130,172.217.162.106,6,54,1570201985.138352
4,10.0.0.130,172.217.162.111,6,54,1570201985.147324
4,40.79.66.209,10.0.0.130,6,105,1570201985.207547
4,40.79.66.209,10.0.0.130,6,123,1570201985.230457
4,10.0.0.130,40.79.66.209,6,54,1570201985.242455
4,10.0.0.130,40.79.66.209,6,141,1570201985.250447
4,10.0.0.130,40.79.66.209,6,207,1570201985.258425
4,10.0.0.130,40.79.66.209,6,92,1570201985.267383
4,10.0.0.130,40.79.66.209,6,722,1570201985.27538
4,108.177.8.120,10.0.0.130,6,54,1570201985.284355
4,108.177.8.120,10.0.0.130,6,93,1570201985.291387
4,10.0.0.130,108.177.8.120,6,54,1570201985.299358
4,40.79.66.209,10.0.0.130,6,54,1570201985.408112
4,40.79.66.209,10.0.0.130,6,92,1570201985.41609
4,40.79.66.209,10.0.0.130,6,96,1570201985.424868
4,10.0.0.130,40.79.66.209,6,54,1570201985.433879
4,10.0.0.185,255.255.255.255,17,75,1570201985.441797
4,40.79.66.209,10.0.0.130,6,523,1570201985.450774
4,10.0.0.130,10.0.0.1,17,92,1570201985.45975
4,10.0.0.130,10.0.0.1,17,92,1570201985.467761
4,10.0.0.130,40.79.66.209,6,54,1570201985.475707
4,10.0.0.1,10.0.0.130,17,332,1570201985.540591
4,10.0.0.1,10.0.0.130,17,332,1570201985.563386
4,10.0.0.130,13.78.187.58,6,66,1570201985.574349
4,10.0.0.185,255.255.255.255,17,75,1570201985.736089
