IPv,source_address,dest_address,transport_protocol,packet_size,timestamp
4,10.0.0.1,239.255.255.250,17,272,1570202233.991188
4,10.0.0.1,239.255.255.250,17,344,1570202233.999278
4,10.0.0.1,239.255.255.250,17,340,1570202234.007701
4,10.0.0.1,239.255.255.250,17,320,1570202234.016677
4,10.0.0.1,239.255.255.250,17,352,1570202234.024649
4,10.0.0.1,239.255.255.250,17,334,1570202234.033657
4,10.0.0.1,239.255.255.250,17,336,1570202234.040636
4,10.0.0.1,239.255.255.250,17,336,1570202234.048616
4,10.0.0.158,10.0.0.255,17,92,1570202234.256918
4,10.0.0.141,10.0.0.255,17,92,1570202234.265896
4,10.0.0.158,224.0.0.251,17,67,1570202234.527178
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202234.535129
4,10.0.0.158,224.0.0.251,17,67,1570202234.544106
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202234.553083
4,10.0.0.130,200.143.247.42,6,55,1570202234.712421
4,10.0.0.130,187.18.61.103,6,100,1570202234.735363
4,10.0.0.130,172.217.172.142,6,93,1570202234.747299
4,10.0.0.130,172.217.29.131,6,93,1570202234.756939
4,10.0.0.130,13.35.115.64,6,100,1570202234.764917
4,200.143.247.42,10.0.0.130,6,66,1570202234.779928
4,10.0.0.187,224.0.0.251,17,154,1570202234.838927
4,10.0.0.158,10.0.0.255,17,92,1570202234.849904
4,10.0.0.141,10.0.0.255,17,92,1570202234.859277
4,172.217.29.131,10.0.0.130,6,54,1570202234.867473
4,172.217.29.131,10.0.0.130,6,93,1570202234.875926
4,172.217.172.142,10.0.0.130,6,54,1570202234.883905
4,172.217.172.142,10.0.0.130,6,93,1570202234.89189
4,187.18.61.103,10.0.0.130,6,54,1570202234.899876
4,187.18.61.103,10.0.0.130,6,100,1570202234.907848
4,10.0.0.130,172.217.29.131,6,54,1570202234.915825
4,10.0.0.130,187.18.61.103,6,54,1570202234.92278
4,10.0.0.130,172.217.172.142,6,54,1570202234.93079
4,13.35.115.64,10.0.0.130,6,54,1570202234.938769
4,13.35.115.64,10.0.0.130,6,100,1570202234.956721
4,10.0.0.130,13.35.115.64,6,54,1570202235.015751
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,174,1570202235.141935
4,10.0.0.130,34.234.134.180,6,55,1570202235.365939
4,34.234.134.180,10.0.0.130,6,54,1570202235.630982
4,34.223.160.244,10.0.0.130,6,85,1570202235.707986
4,10.0.0.130,34.223.160.244,6,85,1570202235.72097
4,10.0.0.130,34.223.160.244,6,54,1570202235.731926
4,34.223.160.244,10.0.0.130,6,85,1570202235.747739
4,10.0.0.130,34.223.160.244,6,85,1570202235.755718
4,10.0.0.130,34.223.160.244,6,54,1570202235.763729
4,10.0.0.130,200.147.4.55,6,100,1570202235.771675
4,200.147.4.55,10.0.0.130,6,100,1570202235.829964
4,10.0.0.130,200.147.4.55,6,54,1570202235.888904
4,34.223.160.244,10.0.0.130,6,54,1570202236.004563
4,34.223.160.244,10.0.0.130,6,54,1570202236.012543
4,10.0.0.130,34.223.160.244,6,54,1570202236.020521
4,34.223.160.244,10.0.0.130,6,54,1570202236.0285
4,34.223.160.244,10.0.0.130,6,54,1570202236.035521
4,10.0.0.130,34.223.160.244,6,54,1570202236.043459
6,fe80::18df:7cc0:2d0b:7258,ff02::16,0,110,1570202236.40601
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,210,1570202236.415945
4,0.0.0.0,255.255.255.255,17,342,1570202236.677505
6,fe80::18df:7cc0:2d0b:7258,ff02::16,0,110,1570202236.688472
4,10.0.0.125,10.0.0.255,17,175,1570202236.999347
4,10.0.0.130,200.147.4.55,6,100,1570202237.765687
4,10.0.0.130,13.35.115.3,6,100,1570202237.776653
4,10.0.0.130,172.217.172.202,6,93,1570202237.784632
4,172.217.172.202,10.0.0.130,6,54,1570202237.843285
4,172.217.172.202,10.0.0.130,6,93,1570202237.853142
4,200.147.4.55,10.0.0.130,6,54,1570202237.862641
4,200.147.4.55,10.0.0.130,6,100,1570202237.870619
4,10.0.0.130,172.217.172.202,6,54,1570202237.92896
4,10.0.0.130,200.147.4.55,6,54,1570202237.937934
4,13.35.115.3,10.0.0.130,6,100,1570202237.996344
4,10.0.0.130,13.35.115.3,6,54,1570202238.006446
4,10.0.0.130,13.226.42.12,6,100,1570202238.773973
4,10.0.0.130,200.147.36.68,6,100,1570202238.781953
4,10.0.0.130,13.35.115.64,6,100,1570202238.790894
4,10.0.0.130,13.32.83.118,6,100,1570202238.798906
4,10.0.0.130,200.147.160.22,6,100,1570202238.806883
4,10.0.0.158,10.0.0.255,17,92,1570202238.815862
4,10.0.0.158,224.0.0.251,17,67,1570202238.824805
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202238.834778
4,10.0.0.158,224.0.0.251,17,67,1570202238.843754
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202238.852733
6,fe80::3523:2d77:f24a:ef04,ff02::1:3,17,81,1570202238.86171
4,10.0.0.158,224.0.0.252,17,61,1570202238.870682
6,fe80::3523:2d77:f24a:ef04,ff02::1:3,17,81,1570202238.879659
4,10.0.0.158,224.0.0.252,17,61,1570202238.900608
4,10.0.0.141,10.0.0.255,17,92,1570202238.909577
4,200.147.36.68,10.0.0.130,6,100,1570202238.917555
4,200.147.160.22,10.0.0.130,6,100,1570202238.926532
4,10.0.0.130,200.147.36.68,6,54,1570202238.93451
4,10.0.0.130,200.147.160.22,6,54,1570202238.942488
4,13.226.42.12,10.0.0.130,6,100,1570202239.00137
4,13.32.83.118,10.0.0.130,6,100,1570202239.009358
4,13.35.115.64,10.0.0.130,6,100,1570202239.017337
4,10.0.0.130,13.32.83.118,6,54,1570202239.025267
4,10.0.0.130,13.35.115.64,6,54,1570202239.032286
4,10.0.0.130,13.226.42.12,6,54,1570202239.040272
6,fe80::3523:2d77:f24a:ef04,ff02::1:3,17,81,1570202239.152036
4,10.0.0.158,224.0.0.252,17,61,1570202239.176026
6,fe80::3523:2d77:f24a:ef04,ff02::1:3,17,81,1570202239.188002
4,10.0.0.158,224.0.0.252,17,61,1570202239.19794
4,10.0.0.130,52.85.34.126,6,100,1570202239.205337
4,10.0.0.130,52.85.34.126,6,85,1570202239.213316
4,10.0.0.130,52.85.34.126,6,54,1570202239.222292
4,10.0.0.130,192.16.58.8,6,55,1570202239.23027
4,192.16.58.8,10.0.0.130,6,66,1570202239.342452
4,52.85.34.126,10.0.0.130,6,54,1570202239.365392
4,52.85.34.126,10.0.0.130,6,54,1570202239.37836
4,10.0.0.130,52.85.34.126,6,54,1570202239.387587
4,10.0.0.158,10.0.0.255,17,92,1570202239.446025
4,10.0.0.141,10.0.0.255,17,92,1570202239.455266
4,10.0.0.158,224.0.0.251,17,67,1570202239.764911
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202239.773634
4,10.0.0.158,224.0.0.251,17,67,1570202239.781517
6,fe80::3523:2d77:f24a:ef04,ff02::fb,17,87,1570202239.789381
4,10.0.0.145,224.0.0.251,17,97,1570202239.797359
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,117,1570202239.805101
4,10.0.0.130,172.217.172.142,6,93,1570202239.814076
4,172.217.172.142,10.0.0.130,6,54,1570202239.829041
4,172.217.172.142,10.0.0.130,6,93,1570202239.837016
4,10.0.0.130,172.217.172.142,6,54,1570202239.897086
4,10.0.0.195,224.0.0.251,17,167,1570202240.070638
6,fe80::fad0:27ff:fe4d:12c9,ff02::fb,17,187,1570202240.09756
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,131,1570202240.109527
4,10.0.0.158,10.0.0.255,17,92,1570202240.119271
4,52.22.87.89,10.0.0.130,6,85,1570202240.733807
4,10.0.0.130,52.22.87.89,6,85,1570202240.741787
4,10.0.0.130,52.22.87.89,6,54,1570202240.750763
4,10.0.0.130,151.101.94.202,6,100,1570202240.759739
4,10.0.0.130,64.233.186.155,6,93,1570202240.769713
4,10.0.0.130,147.75.197.59,6,100,1570202240.779686
4,10.0.0.130,13.227.114.194,6,100,1570202240.787665
4,13.227.114.194,10.0.0.130,6,100,1570202240.84582
4,151.101.94.202,10.0.0.130,6,54,1570202240.855315
4,151.101.94.202,10.0.0.130,6,100,1570202240.86529
4,10.0.0.130,192.16.58.8,6,55,1570202240.873373
4,10.0.0.130,151.101.94.202,6,54,1570202240.881334
4,10.0.0.130,13.227.114.194,6,54,1570202240.889312
4,64.233.186.155,10.0.0.130,6,93,1570202240.897293
4,192.16.58.8,10.0.0.130,6,66,1570202240.90527
4,10.0.0.130,64.233.186.155,6,54,1570202240.914247
4,52.22.87.89,10.0.0.130,6,54,1570202240.934012
4,52.22.87.89,10.0.0.130,6,54,1570202240.942025
4,10.0.0.130,52.22.87.89,6,54,1570202240.950998
4,147.75.197.59,10.0.0.130,6,100,1570202240.957982
4,10.0.0.130,147.75.197.59,6,54,1570202241.016492
4,10.0.0.130,13.32.86.102,6,55,1570202241.125469
4,10.0.0.145,224.0.0.251,17,111,1570202241.286995
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,131,1570202241.296852
4,13.32.86.102,10.0.0.130,6,66,1570202241.303833
6,fe80::d277:14ff:fe6f:8b9f,ff02::2,58,70,1570202241.614746
4,52.22.87.89,10.0.0.130,6,85,1570202241.778037
4,10.0.0.130,52.22.87.89,6,85,1570202241.80197
4,10.0.0.130,52.22.87.89,6,54,1570202241.810947
4,10.0.0.130,216.58.202.4,6,93,1570202241.819922
4,10.0.0.130,172.217.172.195,6,93,1570202241.828899
4,52.21.115.113,10.0.0.130,6,85,1570202241.837875
4,10.0.0.130,52.21.115.113,6,85,1570202241.845853
4,10.0.0.130,52.21.115.113,6,54,1570202241.853832
4,216.58.202.4,10.0.0.130,6,54,1570202241.862808
4,216.58.202.4,10.0.0.130,6,93,1570202241.881763
4,172.217.172.195,10.0.0.130,6,54,1570202241.890811
4,172.217.172.195,10.0.0.130,6,93,1570202241.89879
4,10.0.0.130,172.217.172.195,6,54,1570202241.906769
4,10.0.0.130,216.58.202.4,6,54,1570202241.914747
4,52.22.87.89,10.0.0.130,6,54,1570202241.972916
4,52.22.87.89,10.0.0.130,6,54,1570202241.990906
4,10.0.0.130,52.22.87.89,6,54,1570202242.003861
4,52.21.115.113,10.0.0.130,6,54,1570202242.013801
4,52.21.115.113,10.0.0.130,6,54,1570202242.021005
4,10.0.0.130,52.21.115.113,6,54,1570202242.029178
4,172.217.30.78,10.0.0.130,6,106,1570202242.289012
4,172.217.30.78,10.0.0.130,6,85,1570202242.296991
4,172.217.30.78,10.0.0.130,6,93,1570202242.304969
4,10.0.0.130,172.217.30.78,6,54,1570202242.312948
4,10.0.0.130,172.217.30.78,6,93,1570202242.320927
4,172.217.30.78,10.0.0.130,6,54,1570202242.380766
4,10.0.0.141,10.0.0.255,17,92,1570202242.542036
4,10.0.0.130,95.100.44.128,6,55,1570202242.618165
4,95.100.44.128,10.0.0.130,6,66,1570202242.726834
4,52.22.87.89,10.0.0.130,6,85,1570202242.791031
4,10.0.0.130,52.22.87.89,6,85,1570202242.800823
4,10.0.0.130,52.22.87.89,6,54,1570202242.808068
4,10.0.0.130,172.217.162.110,6,93,1570202242.816047
4,10.0.0.130,147.75.78.123,6,100,1570202242.824026
4,172.217.162.110,10.0.0.130,6,54,1570202242.882875
4,172.217.162.110,10.0.0.130,6,93,1570202242.890886
4,10.0.0.130,172.217.162.110,6,54,1570202242.898864
4,52.22.87.89,10.0.0.130,6,54,1570202243.008101
4,52.22.87.89,10.0.0.130,6,54,1570202243.016081
4,52.22.87.89,10.0.0.130,6,54,1570202243.023063
4,147.75.78.123,10.0.0.130,6,54,1570202243.030921
4,147.75.78.123,10.0.0.130,6,100,1570202243.039396
4,10.0.0.130,147.75.78.123,6,54,1570202243.04833
4,10.0.0.141,10.0.0.255,17,92,1570202243.158237
4,10.0.0.130,192.16.58.8,6,55,1570202243.228999
4,10.0.0.130,172.217.30.78,6,540,1570202243.292928
4,172.217.30.78,10.0.0.130,6,54,1570202243.408716
4,52.22.87.89,10.0.0.130,6,54,1570202243.536216
4,10.0.0.130,52.22.87.89,6,54,1570202243.562098
4,172.217.30.78,10.0.0.130,6,260,1570202243.574103
4,172.217.30.78,10.0.0.130,6,106,1570202243.584073
4,10.0.0.130,172.217.30.78,6,54,1570202243.592047
4,10.0.0.141,10.0.0.255,17,92,1570202244.05484
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,131,1570202244.063816
4,10.0.0.130,192.16.58.8,6,55,1570202244.273069
4,192.16.58.8,10.0.0.130,6,66,1570202244.336062
4,10.0.0.130,200.143.247.42,6,55,1570202244.76376
4,200.143.247.42,10.0.0.130,6,66,1570202244.825057
4,34.234.134.180,10.0.0.130,6,85,1570202244.936644
4,10.0.0.130,34.234.134.180,6,85,1570202244.946644
4,10.0.0.130,34.234.134.180,6,54,1570202244.955587
4,34.234.134.180,10.0.0.130,6,54,1570202245.166299
4,34.234.134.180,10.0.0.130,6,54,1570202245.174278
4,10.0.0.130,34.234.134.180,6,54,1570202245.182257
4,10.0.0.145,10.0.0.255,17,92,1570202246.503713
4,10.0.0.130,13.226.42.26,6,100,1570202246.764177
4,10.0.0.130,147.75.196.67,6,100,1570202246.77211
4,13.226.42.26,10.0.0.130,6,100,1570202246.983568
4,147.75.196.67,10.0.0.130,6,54,1570202247.004714
4,10.0.0.130,13.226.42.26,6,54,1570202247.016691
4,147.75.196.67,10.0.0.130,6,100,1570202247.025667
4,10.0.0.130,147.75.196.67,6,54,1570202247.032869
4,10.0.0.136,224.0.0.251,17,136,1570202247.44906
4,10.0.0.130,13.32.83.27,6,100,1570202247.762325
4,10.0.0.130,157.240.12.16,6,93,1570202247.770304
4,157.240.12.16,10.0.0.130,6,93,1570202247.880009
4,10.0.0.130,157.240.12.16,6,54,1570202247.887989
4,13.32.83.27,10.0.0.130,6,100,1570202247.947309
4,10.0.0.130,13.32.83.27,6,54,1570202248.00587
4,10.0.0.141,10.0.0.255,17,92,1570202248.671753
4,10.0.0.145,10.0.0.255,17,216,1570202248.680696
4,10.0.0.141,10.0.0.255,17,92,1570202249.29722
4,10.0.0.130,192.16.58.8,6,55,1570202249.35856
4,192.16.58.8,10.0.0.130,6,66,1570202249.472785
4,10.0.0.130,157.240.12.35,6,93,1570202249.802379
4,157.240.12.35,10.0.0.130,6,54,1570202249.913377
4,157.240.12.35,10.0.0.130,6,93,1570202249.937266
4,10.0.0.130,157.240.12.35,6,54,1570202249.946269
4,10.0.0.141,10.0.0.255,17,92,1570202250.206806
4,10.0.0.130,192.16.58.8,6,55,1570202250.932434
4,192.16.58.8,10.0.0.130,6,66,1570202250.997451
4,10.0.0.130,13.32.86.102,6,55,1570202251.311996
4,13.32.86.102,10.0.0.130,6,66,1570202251.521879
4,10.0.0.130,95.100.44.128,6,55,1570202252.691932
4,95.100.44.128,10.0.0.130,6,66,1570202252.801623
4,10.0.0.145,224.0.0.251,17,111,1570202253.266364
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,131,1570202253.290299
4,10.0.0.130,192.16.58.8,6,55,1570202254.321428
4,192.16.58.8,10.0.0.130,6,66,1570202254.431823
4,10.0.0.130,200.143.247.42,6,55,1570202254.845464
4,200.143.247.42,10.0.0.130,6,66,1570202254.906029
6,fe80::d277:14ff:fe6f:8b9f,ff02::2,58,70,1570202256.987052
4,10.0.0.145,239.255.255.250,17,216,1570202257.557497
4,10.0.0.145,224.0.0.251,17,632,1570202257.577442
4,10.0.0.145,239.255.255.250,17,216,1570202258.496248
4,10.0.0.130,10.0.0.1,17,78,1570202259.263072
4,10.0.0.130,34.205.213.1,6,364,1570202259.272048
4,10.0.0.1,10.0.0.130,17,407,1570202259.281024
4,10.0.0.130,10.0.0.1,17,78,1570202259.29
4,10.0.0.1,10.0.0.130,17,407,1570202259.298976
4,10.0.0.130,10.0.0.1,17,78,1570202259.315931
4,10.0.0.1,10.0.0.130,17,165,1570202259.324907
4,10.0.0.130,192.16.58.8,6,55,1570202259.43452
4,34.205.213.1,10.0.0.130,6,242,1570202259.500831
4,34.205.213.1,10.0.0.130,6,92,1570202259.516787
4,10.0.0.130,34.205.213.1,6,54,1570202259.528752
4,192.16.58.8,10.0.0.130,6,66,1570202259.537694
4,10.0.0.145,239.255.255.250,17,216,1570202260.657412
4,10.0.0.130,192.16.58.8,6,55,1570202261.02061
4,192.16.58.8,10.0.0.130,6,66,1570202261.080448
4,10.0.0.130,13.32.86.102,6,55,1570202261.49502
4,13.32.86.102,10.0.0.130,6,66,1570202261.707027
4,10.0.0.130,95.100.44.128,6,55,1570202262.79279
4,95.100.44.128,10.0.0.130,6,66,1570202262.850555
4,10.0.0.130,172.18.105.9,6,66,1570202263.059732
4,10.0.0.130,172.24.101.112,6,66,1570202263.169589
4,10.0.0.1,239.255.255.250,17,272,1570202264.036192
4,10.0.0.1,239.255.255.250,17,344,1570202264.04417
4,10.0.0.1,239.255.255.250,17,340,1570202264.052149
4,10.0.0.1,239.255.255.250,17,320,1570202264.061158
4,10.0.0.1,239.255.255.250,17,352,1570202264.070101
4,10.0.0.1,239.255.255.250,17,334,1570202264.07808
4,10.0.0.1,239.255.255.250,17,336,1570202264.088053
4,10.0.0.1,239.255.255.250,17,336,1570202264.096032
4,10.0.0.130,192.16.58.8,6,55,1570202264.456803
4,192.16.58.8,10.0.0.130,6,66,1570202264.517026
4,10.0.0.130,200.143.247.42,6,55,1570202264.883077
4,200.143.247.42,10.0.0.130,6,66,1570202264.941918
4,10.0.0.130,172.18.105.9,6,66,1570202266.056349
4,10.0.0.130,172.24.101.112,6,66,1570202266.167653
4,10.0.0.125,255.255.255.255,17,175,1570202267.097306
4,10.0.0.125,10.0.0.255,17,175,1570202267.122231
4,10.0.0.136,224.0.0.251,17,136,1570202267.389593
4,172.217.30.78,10.0.0.130,6,106,1570202268.156477
4,10.0.0.130,172.217.30.78,6,54,1570202268.217939
4,10.0.0.130,192.16.58.8,6,55,1570202269.546563
4,192.16.58.8,10.0.0.130,6,66,1570202269.655285
4,192.16.58.8,10.0.0.130,6,54,1570202270.518792
4,10.0.0.130,192.16.58.8,6,54,1570202270.529759
4,10.0.0.130,192.16.58.8,6,54,1570202270.536739
4,192.16.58.8,10.0.0.130,6,54,1570202270.594967
4,10.0.0.130,192.16.58.8,6,55,1570202271.05996
4,192.16.58.8,10.0.0.130,6,66,1570202271.170987
4,10.0.0.130,13.32.86.102,6,55,1570202271.686923
4,13.32.86.102,10.0.0.130,6,66,1570202271.898682
4,10.0.0.130,172.18.105.9,6,66,1570202272.064087
4,10.0.0.130,172.24.101.112,6,66,1570202272.174463
4,10.0.0.158,239.255.255.250,17,215,1570202272.651754
4,10.0.0.130,95.100.44.128,6,55,1570202272.863188
4,95.100.44.128,10.0.0.130,6,66,1570202272.92203
4,10.0.0.158,239.255.255.250,17,215,1570202273.840964
4,10.0.0.141,10.0.0.255,17,92,1570202274.455626
4,10.0.0.130,192.16.58.8,6,55,1570202274.565332
4,192.16.58.8,10.0.0.130,6,66,1570202274.625175
4,10.0.0.185,10.0.0.255,17,258,1570202274.790248
4,10.0.0.158,239.255.255.250,17,215,1570202274.800196
4,10.0.0.130,200.143.247.42,6,55,1570202274.959213
4,200.143.247.42,10.0.0.130,6,66,1570202274.986153
4,10.0.0.141,10.0.0.255,17,92,1570202275.099033
4,10.0.0.158,239.255.255.250,17,215,1570202275.721625
4,10.0.0.141,10.0.0.255,17,92,1570202276.036111
4,10.0.0.141,10.0.0.255,17,92,1570202277.223931
4,0.0.0.0,255.255.255.255,17,342,1570202277.843852
4,10.0.0.187,224.0.0.251,17,139,1570202278.155914
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,159,1570202278.165891
4,10.0.0.141,10.0.0.255,17,92,1570202278.172933
4,10.0.0.141,10.0.0.255,17,92,1570202278.789866
4,10.0.0.187,224.0.0.251,17,175,1570202279.105098
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,195,1570202279.128073
4,0.0.0.0,255.255.255.255,17,342,1570202279.141385
6,fe80::18df:7cc0:2d0b:7258,ff02::2,58,70,1570202279.15036
6,fe80::1ca7:560a:51b0:6ca4,ff02::fb,17,131,1570202280.323821
4,10.0.0.145,224.0.0.251,17,111,1570202280.332748
4,10.0.0.187,224.0.0.251,17,108,1570202280.949713
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,128,1570202280.958687
4,10.0.0.130,192.16.58.8,6,55,1570202281.170098
4,192.16.58.8,10.0.0.130,6,66,1570202281.22894
4,10.0.0.130,13.32.86.102,6,55,1570202281.898115
4,13.32.86.102,10.0.0.130,6,66,1570202282.111517
4,10.0.0.130,95.100.44.128,6,55,1570202282.930715
4,95.100.44.128,10.0.0.130,6,66,1570202282.989526
4,10.0.0.187,224.0.0.251,17,112,1570202283.099841
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,132,1570202283.107819
4,10.0.0.187,224.0.0.251,17,112,1570202283.981373
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,132,1570202283.99035
4,10.0.0.130,192.16.58.8,6,55,1570202284.606295
4,192.16.58.8,10.0.0.130,6,66,1570202284.715251
4,10.0.0.141,10.0.0.255,17,92,1570202284.92811
4,10.0.0.130,200.143.247.42,6,55,1570202284.986951
4,200.143.247.42,10.0.0.130,6,66,1570202285.097618
6,fe80::18df:7cc0:2d0b:7258,ff02::2,58,70,1570202285.512556
4,10.0.0.141,10.0.0.255,17,92,1570202285.520522
4,10.0.0.187,224.0.0.251,17,182,1570202285.83473
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,202,1570202285.843707
4,10.0.0.141,10.0.0.255,17,92,1570202286.45988
4,10.0.0.130,172.217.30.110,6,93,1570202286.773093
4,172.217.30.110,10.0.0.130,6,54,1570202286.882761
4,172.217.30.110,10.0.0.130,6,93,1570202286.892734
4,10.0.0.130,172.217.30.110,6,54,1570202286.901711
4,10.0.0.187,224.0.0.251,17,166,1570202287.061328
6,fe80::18df:7cc0:2d0b:7258,ff02::fb,17,186,1570202287.069355
4,10.0.0.141,10.0.0.255,17,92,1570202287.077317
4,10.0.0.141,10.0.0.255,17,92,1570202287.390431
6,fe80::d277:14ff:fe6f:8b9f,ff02::2,58,70,1570202287.703624
4,10.0.0.141,239.255.255.250,17,215,1570202288.015913
4,10.0.0.141,10.0.0.255,17,92,1570202288.024875
6,fe80::8542:ce77:1649:544,ff02::1:3,17,87,1570202288.032822
4,10.0.0.141,224.0.0.252,17,67,1570202288.0408
6,fe80::8542:ce77:1649:544,ff02::1:3,17,87,1570202288.048779
4,10.0.0.141,224.0.0.252,17,67,1570202288.057755
6,fe80::8542:ce77:1649:544,ff02::1:3,17,87,1570202288.066765
4,10.0.0.141,224.0.0.252,17,67,1570202288.074737
4,10.0.0.141,10.0.0.255,17,92,1570202288.286168
6,fe80::8542:ce77:1649:544,ff02::1:3,17,87,1570202288.297115
4,10.0.0.141,224.0.0.252,17,67,1570202288.30609
4,10.0.0.141,10.0.0.255,17,92,1570202288.315067
4,10.0.0.141,10.0.0.255,17,92,1570202288.324043
4,10.0.0.141,10.0.0.255,17,92,1570202288.585359
4,10.0.0.141,239.255.255.250,17,215,1570202288.897588
4,10.0.0.141,10.0.0.255,17,92,1570202289.21075
4,10.0.0.141,10.0.0.255,17,92,1570202289.218729
6,fe80::8542:ce77:1649:544,ff02::1:3,17,94,1570202289.837519
4,10.0.0.141,224.0.0.252,17,74,1570202289.845529
4,10.0.0.141,10.0.0.255,17,92,1570202289.853522
4,10.0.0.141,239.255.255.250,17,215,1570202289.862451
6,fe80::8542:ce77:1649:544,ff02::1:3,17,94,1570202289.870469
4,10.0.0.141,224.0.0.252,17,74,1570202289.879445
4,10.0.0.141,10.0.0.255,17,92,1570202289.888419
4,10.0.0.187,224.0.0.251,17,166,1570202290.151058
4,10.0.0.141,10.0.0.255,17,92,1570202290.159057
4,10.0.0.130,10.0.0.1,17,87,1570202290.674696
4,10.0.0.1,10.0.0.130,17,210,1570202290.683703
4,10.0.0.130,10.0.0.1,17,86,1570202290.692679
4,10.0.0.1,10.0.0.130,17,196,1570202290.701655
4,10.0.0.141,239.255.255.250,17,215,1570202290.759697
4,10.0.0.141,10.0.0.255,17,92,1570202290.768671
4,10.0.0.130,192.16.58.8,6,55,1570202291.237664
4,192.16.58.8,10.0.0.130,6,66,1570202291.34737
4,10.0.0.141,10.0.0.255,17,92,1570202291.658464
4,10.0.0.145,10.0.0.255,17,110,1570202291.972624
4,10.0.0.130,13.32.86.102,6,55,1570202292.133193
4,10.0.0.141,255.255.255.255,17,342,1570202292.293817
4,13.32.86.102,10.0.0.130,6,66,1570202292.302741
4,10.0.0.141,10.0.0.255,17,92,1570202292.921085
4,10.0.0.145,10.0.0.255,17,110,1570202292.930063
4,10.0.0.130,10.0.0.1,17,75,1570202292.939071
4,10.0.0.1,10.0.0.130,17,175,1570202292.948015
4,10.0.0.130,95.100.44.128,6,55,1570202293.005898
4,95.100.44.128,10.0.0.130,6,66,1570202293.064703
4,172.217.30.78,10.0.0.130,6,106,1570202293.428728
4,172.217.30.78,10.0.0.130,6,85,1570202293.437704
4,172.217.30.78,10.0.0.130,6,93,1570202293.445718
4,10.0.0.130,172.217.30.78,6,54,1570202293.453662
4,10.0.0.130,172.217.30.78,6,93,1570202293.461669
4,172.217.30.78,10.0.0.130,6,54,1570202293.52148
4,10.0.0.141,10.0.0.255,17,92,1570202293.532451
4,10.0.0.145,10.0.0.255,17,110,1570202293.540429
4,10.0.0.130,187.18.61.103,6,100,1570202293.802768
4,10.0.0.130,172.217.172.142,6,93,1570202293.811706
4,10.0.0.130,172.217.29.131,6,93,1570202293.819727
4,10.0.0.130,13.35.115.64,6,100,1570202293.827663
4,172.217.172.142,10.0.0.130,6,93,1570202293.885655
4,172.217.29.131,10.0.0.130,6,93,1570202293.894601
4,187.18.61.103,10.0.0.130,6,100,1570202293.903575
4,10.0.0.130,172.217.172.142,6,54,1570202293.911587
4,10.0.0.130,172.217.29.131,6,54,1570202293.919534
4,10.0.0.130,187.18.61.103,6,54,1570202293.927545
4,13.35.115.64,10.0.0.130,6,100,1570202293.986399
4,10.0.0.130,13.35.115.64,6,54,1570202293.995329
4,10.0.0.1,239.255.255.250,17,272,1570202294.155901
4,10.0.0.1,239.255.255.250,17,344,1570202294.164877
4,10.0.0.1,239.255.255.250,17,340,1570202294.176844
4,10.0.0.1,239.255.255.250,17,320,1570202294.185822
4,10.0.0.1,239.255.255.250,17,352,1570202294.24566
4,10.0.0.1,239.255.255.250,17,334,1570202294.25467
4,10.0.0.1,239.255.255.250,17,336,1570202294.262617
4,10.0.0.1,239.255.255.250,17,336,1570202294.271592
4,10.0.0.125,239.255.255.250,17,215,1570202294.279582
4,10.0.0.130,172.217.30.78,6,541,1570202294.440184
4,10.0.0.141,10.0.0.255,17,92,1570202294.448165
4,10.0.0.125,239.255.255.250,17,222,1570202294.45616
4,172.217.30.78,10.0.0.130,6,54,1570202294.514941
4,172.217.30.78,10.0.0.130,6,260,1570202294.727371
4,172.217.30.78,10.0.0.130,6,106,1570202294.735376
4,10.0.0.130,172.217.30.78,6,54,1570202294.744328
4,10.0.0.130,192.16.58.8,6,55,1570202294.752304
4,10.0.0.130,200.147.4.55,6,100,1570202294.761282
4,192.16.58.8,10.0.0.130,6,66,1570202294.820123
4,200.147.4.55,10.0.0.130,6,100,1570202294.878967
4,10.0.0.130,200.147.4.55,6,54,1570202294.886946
4,10.0.0.125,239.255.255.250,17,215,1570202295.047558
4,10.0.0.130,200.143.247.42,6,55,1570202295.106404
4,200.143.247.42,10.0.0.130,6,66,1570202295.166251
4,10.0.0.130,13.32.86.102,6,54,1570202295.175176
